mid_price,spread,ofi,label
112923.065,0.010000000009313226,0.0,1
112923.065,0.010000000009313226,0.0,1
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
112923.065,0.010000000009313226,0.0,0
